,life_expectancy,year,adult_mortality,infant_mortality,1-4_mortality,alcohol,hep_b,measles,bmi,polio,health_gov_expendt%,dtp3,hiv_aids,gdp,population,5_19thinness,5_19obesity,hdi,schooling,drinking_water,national_income_capita,health_expenditure%_gdp,obesity_adlts,region_Europe & Central Asia,region_Latin America & Caribbean,region_Middle East & North Africa,region_North America,region_South Asia,region_Sub-Saharan Africa,status_Developing
100,73.0,2004.0,134.9509,0.021655,0.000745,3.81,91.0,1783.0,25.8,93.0,5.5,91.0,0.1,1191.96192,3001000.0,2.1,2.8,0.668,10.9,96.343,4120.0,6.05509,15.4,1.0,0.0,0.0,0.0,0.0,0.0,1.0
101,73.0,2005.0,139.6523,0.020075,0.000725,4.25,91.0,2281.0,25.8,92.0,5.25,9.0,0.1,1643.758397,2981000.0,2.0,2.8,0.679,10.9,96.6573,4850.0,5.86188,15.7,1.0,0.0,0.0,0.0,0.0,0.0,1.0
102,72.9,2006.0,144.6938,0.019055,0.000645,4.01,78.0,137.0,25.9,87.0,4.58,87.0,0.1,2158.299,2958000.0,2.0,2.9,0.692,11.2,96.97412,5720.0,5.85007,16.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
103,73.5,2007.0,136.7639,0.01822,0.000625,3.99,85.0,1.0,25.9,9.0,4.31,88.0,0.1,3138.8873,2933000.0,2.0,3.1,0.707,11.7,97.29336,6680.0,5.49815,16.4,1.0,0.0,0.0,0.0,0.0,0.0,1.0
104,73.2,2008.0,144.2587,0.01762,0.000575,3.96,89.0,0.0,25.9,91.0,3.8,89.0,0.1,41.26997,2908000.0,2.0,3.2,0.721,12.3,97.61513,7390.0,6.63976,16.7,1.0,0.0,0.0,0.0,0.0,0.0,1.0
105,73.3,2009.0,142.0685,0.016975,0.000555,3.96,93.0,0.0,26.0,94.0,4.55,93.0,0.1,2993.832531,2888000.0,2.0,3.4,0.725,11.9,97.93934,6280.0,8.44378,17.1,1.0,0.0,0.0,0.0,0.0,0.0,1.0
106,73.5,2010.0,137.9296,0.016305,0.000515,4.23,94.0,2.0,26.0,96.0,4.56,94.0,0.1,3218.381655,2877000.0,2.0,3.5,0.72,12.3,98.26605,6620.0,9.23539,17.5,1.0,0.0,0.0,0.0,0.0,0.0,1.0
107,73.9,2011.0,135.2189,0.015555,0.000505,4.09,95.0,0.0,26.1,96.0,3.71,95.0,0.1,3526.978143,2877000.0,2.0,3.7,0.729,12.7,98.59529,7190.0,9.37588,17.9,1.0,0.0,0.0,0.0,0.0,0.0,1.0
108,74.4,2012.0,130.578,0.014935,0.00045,3.89,95.0,0.0,26.1,96.0,4.48,95.0,0.1,3684.8481,2884000.0,2.0,3.9,0.732,12.7,98.92704,7890.0,9.13455,18.3,1.0,0.0,0.0,0.0,0.0,0.0,1.0
109,74.4,2013.0,121.105,0.014155,0.000445,3.79,95.0,10.0,26.2,96.0,4.55,95.0,0.1,3843.591213,2898000.0,2.1,4.2,0.736,12.7,99.26163,8140.0,10.32345,18.8,1.0,0.0,0.0,0.0,0.0,0.0,1.0
110,74.6,2014.0,118.4959,0.01357,0.000385,3.91,93.0,13.0,26.2,95.0,4.48,93.0,0.1,3994.712355,2912000.0,2.1,4.4,0.739,12.7,99.59326,9483.026534408564,10.17827,19.2,1.0,0.0,0.0,0.0,0.0,0.0,1.0
111,74.8,2015.0,121.2919,0.01289,0.00038,4.85532067051011,94.0,33.0,26.3,96.0,8.3040225237649,94.0,0.1,369.654776,2926000.0,2.1,4.6,0.741,12.7,99.73441,5703.604640315731,10.11763,19.7,1.0,0.0,0.0,0.0,0.0,0.0,1.0
112,79.5,2000.0,76.93143,0.005185,0.0003,10.17,22.180913649056492,108.0,26.2,9.0,8.8,9.0,0.1,2169.921,18991000.0,0.7,9.4,0.897,20.4,99.7123,25580.0,7.61387,20.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
113,79.9,2001.0,73.54651,0.0051,0.00028,9.53,94.0,141.0,26.3,91.0,8.18,92.0,0.1,19517.84168,19195000.0,0.7,9.6,0.899,20.5,99.71124,26680.0,7.69631,20.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
114,79.9,2002.0,71.69193,0.005015,0.000265,9.84,95.0,32.0,26.4,92.0,8.39,92.0,0.1,281.81763,19401000.0,0.7,9.9,0.902,20.1,99.7122,27920.0,7.89326,21.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
115,83.0,2003.0,69.39176,0.00491,0.00025,9.97,95.0,91.0,26.5,92.0,8.32,93.0,0.1,23465.38559,19624000.0,0.7,10.2,0.905,20.6,99.73435,28960.0,7.90441,21.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0
116,86.0,2004.0,82.62506422017293,-0.0087519989857327,-0.0021213587003965917,9.84,95.0,70.0,26.686260880959992,92.0,8.57,92.0,0.1,3472.37977,19880000.0,1.0924087026003235,11.030835026469077,0.908,20.7,106.19443829737247,22550.99353216795,8.463065834250855,22.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
117,81.0,2005.0,68.12927,0.00469,0.000225,10.3,95.0,10.0,26.7,92.0,8.45,92.0,0.1,3416.71483,20179000.0,0.7,10.6,0.91,20.3,99.77814,31380.0,7.99012,22.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0
118,81.2,2006.0,64.80397,0.00458,0.000215,10.31,95.0,0.0,26.7,92.0,8.49,92.0,0.1,36118.28381,20526000.0,0.7,10.8,0.915,20.3,99.79977,32950.0,7.98938,23.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
119,81.3,2007.0,65.10786,0.00447,0.000205,10.56,94.0,11.0,26.8,92.0,8.53,92.0,0.1,4991.98289,20916000.0,0.7,11.0,0.918,19.0,99.82125,34960.0,8.06758,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
120,81.3,2008.0,64.38238,0.00436,0.0002,10.76,94.0,65.0,26.8,92.0,8.78,92.0,0.1,49664.6854,21332000.0,0.7,11.1,0.921,19.1,99.84255,35980.0,8.2558,24.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
121,81.7,2009.0,64.76515,0.00427,0.00021,10.62,94.0,104.0,26.9,92.0,9.5,92.0,0.1,42742.99898,21751000.0,0.7,11.3,0.925,19.1,99.86367,38820.0,8.56322,25.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
122,81.9,2010.0,63.06263,0.00416,0.000195,10.52,92.0,70.0,26.9,92.0,9.2,92.0,0.1,51874.848,22155000.0,0.6,11.4,0.927,19.5,99.88462,37550.0,8.43084,25.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
123,82.0,2011.0,61.95972,0.00405,0.000185,10.3,92.0,190.0,27.0,92.0,9.2,92.0,0.1,62245.129,22538000.0,0.6,11.6,0.927,19.8,99.9054,40070.0,8.54152,26.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
124,82.3,2012.0,59.80421,0.00394,0.00018,10.03,91.0,199.0,27.0,92.0,9.36,92.0,0.1,67677.63477,22904000.0,0.6,11.7,0.93,20.1,99.926,41590.0,8.6757,26.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
125,82.5,2013.0,59.59139,0.003825,0.000175,9.87,91.0,158.0,27.0,91.0,9.36,91.0,0.1,67792.3386,23255000.0,0.6,11.9,0.933,20.3,99.94645,42540.0,8.75856,27.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
126,82.7,2014.0,61.18966,0.003685,0.000175,9.71,91.0,340.0,27.1,92.0,9.42,92.0,0.1,62214.6912,23596000.0,0.6,12.1,0.936,20.4,99.96148,47184.31324504705,9.03803,27.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0
127,82.8,2015.0,62.16942,0.00354,0.000165,7.919726835908847,93.0,74.0,27.1,93.0,8.211513094574897,93.0,0.1,56554.3876,23932000.0,0.6,12.2,0.937,20.4,99.97,44834.707255756235,9.31474,28.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
128,78.1,2000.0,93.71532,0.00455,0.00024,13.2,33.0,0.0,25.0,71.0,1.6,81.0,0.1,24517.26745,8069000.0,1.7,5.8,0.833,15.4,100.0,28450.0,9.20371,14.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
129,78.6,2001.0,89.51753,0.004575,0.000225,12.4,44.0,0.0,25.0,83.0,1.12,84.0,0.1,24489.73553,8098000.0,1.7,6.0,0.837,15.5,100.0,28440.0,9.26943,14.3,1.0,0.0,0.0,0.0,0.0,0.0,0.0
130,78.7,2002.0,87.3971,0.00457,0.000215,12.5,81.0,0.0,25.1,82.0,1.27,83.0,0.1,26351.37568,8134000.0,1.7,6.1,0.847,16.1,100.0,30090.0,9.39476,14.7,1.0,0.0,0.0,0.0,0.0,0.0,0.0
131,78.8,2003.0,85.99809,0.00451,0.00021,12.2,83.0,90.0,25.1,84.0,1.48,84.0,0.1,3212.9355,8176000.0,1.7,6.3,0.837,14.7,100.0,31020.0,9.54724,15.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
132,79.3,2004.0,83.89948,0.004355,0.000205,12.1,83.0,15.0,25.2,83.0,1.56,83.0,0.1,36693.4262,8217000.0,1.7,6.4,0.841,14.7,100.0,32590.0,9.7094,15.4,1.0,0.0,0.0,0.0,0.0,0.0,0.0
133,79.4,2005.0,83.69907,0.004145,0.000205,12.4,86.0,9.0,25.2,86.0,1.53,86.0,0.1,38242.4252,8254000.0,1.7,6.6,0.848,14.9,100.0,33300.0,9.62703,15.8,1.0,0.0,0.0,0.0,0.0,0.0,0.0
134,79.8,2006.0,80.4478,0.003935,0.000205,12.4,83.0,23.0,25.3,83.0,1.35,83.0,0.1,443.99361,8285000.0,1.7,6.7,0.854,15.0,100.0,36220.0,9.53113,16.1,1.0,0.0,0.0,0.0,0.0,0.0,0.0
135,81.0,2007.0,79.76768,0.00377,0.000205,12.5,85.0,20.0,25.3,85.0,1.4,85.0,0.1,46586.6525,8314000.0,1.7,6.9,0.86,15.2,100.0,37560.0,9.5321,16.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0
136,84.0,2008.0,76.0,0.002956015881659557,0.0004036723587093616,12.0,83.0,448.0,25.639910580692373,83.0,1.6,83.0,0.1,51386.37665,8342000.0,2.0559321816808165,7.523274108274279,0.864,15.1,102.73659327379494,51980.15047325057,5.1729976757344005,16.9,1.0,0.0,0.0,0.0,0.0,0.0,0.0
137,82.0,2009.0,76.9731,0.003615,0.00019,11.3,83.0,49.0,25.4,83.0,11.19,83.0,0.1,47654.18721,8373000.0,1.8,7.2,0.87,15.3,100.0,38890.0,10.22583,17.3,1.0,0.0,0.0,0.0,0.0,0.0,0.0
138,84.0,2010.0,74.42898,0.003565,0.00018,12.1,86.0,52.0,25.4,86.0,11.17,86.0,0.1,46657.629,8410000.0,1.8,7.4,0.872,15.4,100.0,40430.0,10.22102,17.6,1.0,0.0,0.0,0.0,0.0,0.0,0.0
139,88.0,2011.0,71.60299,0.003515,0.00017,12.04,89.0,68.0,25.4,89.0,1.94,89.0,0.1,51126.74139,8454000.0,1.8,7.6,0.88,15.7,100.0,42600.0,10.02613,18.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
140,88.0,2012.0,68.40836,0.00345,0.00016,12.26,92.0,36.0,25.5,92.0,11.17,92.0,0.1,48333.57273,8502000.0,1.8,7.8,0.884,15.7,100.0,42990.0,10.19916,18.4,1.0,0.0,0.0,0.0,0.0,0.0,0.0
141,81.1,2013.0,66.55158,0.00334,0.00016,11.82,95.0,0.0,25.5,95.0,11.14,95.0,0.1,554.71532,8556000.0,1.8,8.0,0.887,15.7,100.0,43840.0,10.28575,18.8,1.0,0.0,0.0,0.0,0.0,0.0,0.0
142,81.4,2014.0,65.08321,0.003145,0.00015,12.32,98.0,117.0,25.5,98.0,11.21,98.0,0.1,51322.63997,8615000.0,1.9,8.2,0.892,15.9,100.0,42805.98575489365,10.36809,19.2,1.0,0.0,0.0,0.0,0.0,0.0,0.0
143,81.5,2015.0,64.33576,0.002885,0.00014,9.78831442240238,93.0,309.0,25.5,93.0,8.668880901468327,93.0,0.1,43665.947,8679000.0,1.9,8.4,0.892,15.9,100.0,40663.27065373924,10.36779,19.7,1.0,0.0,0.0,0.0,0.0,0.0,0.0
144,66.6,2000.0,161.0383,0.06995,0.00359,0.65,60.237695727665596,210.0,25.6,75.0,4.67,76.0,0.1,655.974326,8123000.0,3.2,2.0,0.636,10.1,73.3805,3350.0,3.89368,12.5,1.0,0.0,0.0,0.0,0.0,0.0,1.0
145,67.5,2001.0,149.4924,0.06428,0.003285,0.51,62.43705105378899,574.0,25.6,77.0,4.48,77.0,0.1,73.6838434,8197000.0,3.2,2.1,0.642,10.4,74.81776,3710.0,3.67046,12.8,1.0,0.0,0.0,0.0,0.0,0.0,1.0
146,67.8,2002.0,143.6747,0.05806,0.00291,0.55,5.0,4353.0,25.7,8.0,4.47,76.0,0.1,763.73858,8277000.0,3.1,2.2,0.651,10.6,76.2676,4130.0,3.68486,13.2,1.0,0.0,0.0,0.0,0.0,0.0,1.0
147,67.8,2003.0,150.8829,0.052135,0.002595,0.55,51.0,1978.0,25.8,79.0,6.56,77.0,0.1,883.6439965,8361000.0,3.1,2.3,0.659,10.8,77.73052,4650.0,5.94567,13.5,1.0,0.0,0.0,0.0,0.0,0.0,1.0
148,68.4,2004.0,151.0812,0.047225,0.00231,0.62,5.0,827.0,25.9,78.0,7.92,77.0,0.1,145.2163,8449000.0,3.0,2.3,0.668,11.0,79.206,5110.0,7.19478,13.9,1.0,0.0,0.0,0.0,0.0,0.0,1.0
149,68.4,2005.0,159.9939,0.04339,0.002085,0.73,49.0,1238.0,26.0,79.0,7.86,75.0,0.1,1578.4239,8539000.0,3.0,2.5,0.675,11.2,80.69355,6290.0,7.43525,14.3,1.0,0.0,0.0,0.0,0.0,0.0,1.0
150,69.2,2006.0,153.1447,0.040955,0.00185,0.85,52.0,222.0,26.0,8.0,6.17,78.0,0.1,2473.85776,8630000.0,2.9,2.6,0.682,10.7,82.19331,8580.0,5.76135,14.8,1.0,0.0,0.0,0.0,0.0,0.0,1.0
151,73.0,2007.0,140.5877,0.03936,0.001685,1.02,62.0,0.0,26.1,81.0,5.1,79.0,0.1,3851.437869,8724000.0,2.9,2.7,0.708,11.6,83.70536,10570.0,4.66374,15.2,1.0,0.0,0.0,0.0,0.0,0.0,1.0
152,73.0,2008.0,142.1315,0.038195,0.00157,1.18,68.0,5.0,26.2,85.0,4.37,81.0,0.1,5574.6382,8822000.0,2.9,2.9,0.719,11.6,85.22897,12320.0,4.05235,15.7,1.0,0.0,0.0,0.0,0.0,0.0,1.0
153,78.0,2009.0,133.0098,0.037015,0.00145,2.1,74.0,0.0,26.3,84.0,5.85,81.0,0.1,495.294791,8924000.0,2.8,3.0,0.728,11.6,85.91744,13730.0,5.20231,16.2,1.0,0.0,0.0,0.0,0.0,0.0,1.0
154,71.1,2010.0,131.8231,0.035535,0.00135,1.98,8.0,0.0,26.4,85.0,5.33,81.0,0.1,5842.85784,9032000.0,2.8,3.2,0.737,11.7,86.606,14620.0,4.76776,16.6,1.0,0.0,0.0,0.0,0.0,0.0,1.0
155,71.6,2011.0,129.1872,0.033395,0.00126,1.98,84.0,0.0,26.5,91.0,5.1,87.0,0.1,7189.691229,9146000.0,2.8,3.5,0.741,11.7,87.29395,14590.0,4.50815,17.2,1.0,0.0,0.0,0.0,0.0,0.0,1.0
156,71.9,2012.0,126.3919,0.0311,0.00117,0.01,88.0,0.0,26.6,92.0,5.37,89.0,0.1,7496.335728,9265000.0,2.8,3.7,0.742,11.8,87.98087,14860.0,4.90177,17.7,1.0,0.0,0.0,0.0,0.0,0.0,1.0
157,72.2,2013.0,123.6808,0.028805,0.001105,2.14,93.0,164.0,26.7,96.0,5.54,93.0,0.1,7875.756953,9385000.0,2.8,4.0,0.745,11.9,88.66653,16180.0,5.05414,18.2,1.0,0.0,0.0,0.0,0.0,0.0,1.0
158,72.5,2014.0,121.4729,0.02704,0.001045,0.01,94.0,0.0,26.8,97.0,6.4,94.0,0.1,7891.299776,9506000.0,2.8,4.2,0.752,12.2,89.35028,12370.86574933945,5.46774,18.8,1.0,0.0,0.0,0.0,0.0,0.0,1.0
159,72.7,2015.0,119.5036,0.026045,0.000965,3.843750002929454,96.0,0.0,26.9,98.0,6.507726738464328,96.0,0.1,55.31382,9623000.0,2.8,4.6,0.758,12.7,90.03168,8720.333775346422,6.71395,19.3,1.0,0.0,0.0,0.0,0.0,0.0,1.0
160,72.6,2000.0,202.3848,0.01404,0.000735,12.15,95.58257936907307,0.0,26.7,91.0,5.21,99.0,0.1,6710.6380519417,298000.0,2.7,11.4,0.0,12.0,98.2455,20020.0,4.03387,23.9,0.0,1.0,0.0,0.0,0.0,0.0,1.0
161,72.9,2001.0,204.2504,0.013905,0.000725,11.64,21.0,0.0,26.8,98.0,5.15,99.0,0.2,8342.437846085377,303000.0,2.7,11.8,0.779,12.1,98.28826,20610.0,4.01249,24.3,0.0,1.0,0.0,0.0,0.0,0.0,1.0
162,73.1,2002.0,205.5627,0.01353,0.000695,10.85,89.0,0.0,26.9,93.0,5.26,94.0,0.1,6852.436386014422,308000.0,2.6,12.1,0.781,12.1,98.33102,21070.0,4.15147,24.8,0.0,1.0,0.0,0.0,0.0,0.0,1.0
163,73.2,2003.0,203.1508,0.012885,0.000735,10.68,88.0,0.0,27.0,93.0,5.62,92.0,0.1,6845.423409049341,313000.0,2.6,12.4,0.783,12.2,98.37379,20900.0,4.35631,25.3,0.0,1.0,0.0,0.0,0.0,0.0,1.0
164,73.8,2004.0,186.5445,0.012425,0.00074,10.1,93.0,0.0,27.1,92.0,6.2,93.0,0.1,7362.44615676094,319000.0,2.6,12.7,0.784,12.3,98.41655,21270.0,4.66124,25.7,0.0,1.0,0.0,0.0,0.0,0.0,1.0
165,74.1,2005.0,179.9752,0.01191,0.000685,10.49,93.0,0.0,27.1,93.0,5.95,93.0,0.1,8050.56598339777,325000.0,2.6,13.0,0.786,12.4,98.45932,22100.0,4.65086,26.2,0.0,1.0,0.0,0.0,0.0,0.0,1.0
166,74.2,2006.0,176.8178,0.01171,0.00065,11.07,96.0,0.0,27.2,94.0,6.93,95.0,0.1,9205.686840715905,331000.0,2.5,13.3,0.788,12.4,98.50208,22930.0,5.38887,26.6,0.0,1.0,0.0,0.0,0.0,0.0,1.0
167,74.4,2007.0,170.7646,0.0112,0.000655,10.75,93.0,0.0,27.3,95.0,7.8,95.0,0.1,9750.950893422647,337000.0,2.5,13.7,0.79,12.5,98.54485,23380.0,5.52872,27.1,0.0,1.0,0.0,0.0,0.0,0.0,1.0
168,74.5,2008.0,167.5789,0.01077,0.000665,10.15,9.0,0.0,27.4,93.0,7.3,93.0,0.1,11276.060973306652,344000.0,2.5,14.0,0.791,12.6,98.58761,23100.0,5.79178,27.6,0.0,1.0,0.0,0.0,0.0,0.0,1.0
169,74.6,2009.0,166.2749,0.010465,0.00062,9.29,95.0,0.0,27.4,97.0,7.43,96.0,0.1,8155.321927003359,350000.0,2.5,14.3,0.791,12.6,98.63037,21390.0,5.93661,28.1,0.0,1.0,0.0,0.0,0.0,0.0,1.0
170,75.0,2010.0,158.9924,0.00999,0.000625,9.19,98.0,0.0,27.5,97.0,7.44,99.0,0.2,7954.77766250266,355000.0,2.5,14.7,0.788,12.6,98.67314,21280.0,5.92425,28.5,0.0,1.0,0.0,0.0,0.0,0.0,1.0
171,75.0,2011.0,157.9938,0.009845,0.000545,9.34,95.0,0.0,27.6,97.0,7.63,98.0,0.1,8357.794103124004,360000.0,2.5,15.1,0.788,12.6,98.7159,21850.0,6.04884,29.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
172,74.9,2012.0,162.7185,0.009675,0.000575,9.5,96.0,0.0,27.7,99.0,7.43,98.0,0.2,7844.3407140719355,364000.0,2.5,15.5,0.789,12.6,98.75867,21540.0,6.04768,29.5,0.0,1.0,0.0,0.0,0.0,0.0,1.0
173,74.8,2013.0,166.1893,0.009565,0.00053,9.42,97.0,0.0,27.8,97.0,7.5,97.0,0.1,9844.933172297082,367000.0,2.5,15.9,0.79,12.6,98.80143,25152.31795683001,6.02467,30.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
174,75.4,2014.0,167.6267,0.00959,0.00053,9.45,96.0,0.0,27.8,96.0,7.74,96.0,0.1,10170.510176406562,371000.0,2.5,16.3,0.789,12.6,98.84419,25713.644828669894,5.89147,30.5,0.0,1.0,0.0,0.0,0.0,0.0,1.0
175,76.1,2015.0,160.5609,0.00948,0.000485,5.463779954170178,95.0,0.0,27.9,95.0,6.1833440779275435,95.0,0.1,9720.416505293862,374000.0,2.5,16.8,0.79,12.6,98.88696,27447.175032623556,5.71439,31.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
176,74.5,2000.0,100.8093,0.01114,0.0004,2.15,97.0,6.0,25.5,97.0,3.51,97.0,0.1,13636.34668,665000.0,6.1,11.6,0.786,13.2,99.89794,34880.0,3.56133,22.9,0.0,0.0,1.0,0.0,0.0,0.0,1.0
177,74.7,2001.0,98.42136,0.010835,0.000425,1.95,99.0,5.0,25.5,99.0,3.8,99.0,0.1,12868.211,698000.0,6.1,11.9,0.794,13.3,99.90804,34570.0,3.68104,23.3,0.0,0.0,1.0,0.0,0.0,0.0,1.0
178,74.9,2002.0,98.92087,0.010815,0.000385,1.99,98.0,8.0,25.4,98.0,3.89,98.0,0.1,1312.33457,735000.0,6.1,12.2,0.796,13.5,99.91813,34020.0,3.85487,23.6,0.0,0.0,1.0,0.0,0.0,0.0,1.0
179,75.0,2003.0,92.13411,0.01072,0.000375,2.16,98.0,12.0,25.4,97.0,3.74,97.0,0.1,14221.99259,779000.0,6.1,12.5,0.798,13.7,99.92822,35270.0,3.98857,24.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
180,75.2,2004.0,93.95221,0.01041,0.000395,2.16,98.0,11.0,25.3,98.0,3.37,98.0,0.1,15846.47641,830000.0,6.1,12.8,0.803,13.9,99.93832,36510.0,3.47338,24.4,0.0,0.0,1.0,0.0,0.0,0.0,1.0
181,75.3,2005.0,83.48492,0.00999,0.000365,2.05,98.0,4.0,25.3,98.0,3.16,98.0,0.1,17959.17854,889000.0,6.0,13.2,0.806,14.0,99.94841,38230.0,3.17562,24.7,0.0,0.0,1.0,0.0,0.0,0.0,1.0
182,75.5,2006.0,88.63727,0.00962,0.000335,2.1,98.0,3.0,25.2,98.0,3.8,98.0,0.1,1937.99549,958000.0,6.0,13.5,0.81,14.2,99.9585,39010.0,3.06249,25.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
183,75.6,2007.0,80.33466,0.00895,0.000365,2.0,97.0,7.0,25.1,97.0,3.8,97.0,0.1,2977.1153,1036000.0,6.0,13.9,0.813,14.4,99.9686,40230.0,3.30373,25.4,0.0,0.0,1.0,0.0,0.0,0.0,1.0
184,75.8,2008.0,73.16894,0.00836,0.00035,2.0,97.0,2.0,25.1,97.0,3.17,97.0,0.1,2367.56535,1115000.0,6.0,14.3,0.815,14.4,99.97869,39400.0,3.2851,25.8,0.0,0.0,1.0,0.0,0.0,0.0,1.0
185,76.0,2009.0,69.1508,0.00788,0.00032,1.95,98.0,3.0,25.0,97.0,3.79,98.0,0.1,19356.67236,1185000.0,6.0,14.6,0.814,14.4,99.98878,35420.0,4.05685,26.2,0.0,0.0,1.0,0.0,0.0,0.0,1.0
186,76.1,2010.0,65.97186,0.007435,0.000335,1.93,99.0,0.0,25.0,99.0,3.64,99.0,0.1,2722.1389,1241000.0,6.0,15.0,0.81,14.4,99.99888,36100.0,3.84291,26.6,0.0,0.0,1.0,0.0,0.0,0.0,1.0
187,76.1,2011.0,65.57051,0.007095,0.000295,1.66,99.0,0.0,25.0,99.0,3.4,99.0,0.1,2281.1242,1278000.0,6.0,15.4,0.812,14.4,100.0,34890.0,3.57691,27.1,0.0,0.0,1.0,0.0,0.0,0.0,1.0
188,76.5,2012.0,65.73141,0.006815,0.000295,1.7,99.0,0.0,24.9,99.0,4.37,99.0,0.1,23649.36661,1300000.0,6.0,15.7,0.812,14.5,100.0,36140.0,4.10643,27.6,0.0,0.0,1.0,0.0,0.0,0.0,1.0
189,76.7,2013.0,62.77694,0.00667,0.000275,1.65,99.0,0.0,24.9,99.0,4.69,99.0,0.1,251.18329,1315000.0,6.0,16.1,0.815,14.5,100.0,35983.94005452046,4.31074,28.2,0.0,0.0,1.0,0.0,0.0,0.0,1.0
190,76.8,2014.0,61.95331,0.006555,0.00028,1.57,98.0,46.0,24.9,98.0,4.98,98.0,0.1,24983.3792,1336000.0,6.1,16.4,0.82,14.5,100.0,47687.84210608022,4.40682,28.8,0.0,0.0,1.0,0.0,0.0,0.0,1.0
191,76.9,2015.0,58.51819,0.006445,0.00027,0.6269326055787303,98.0,0.0,24.8,98.0,4.743902924180816,98.0,0.1,22688.87824,1372000.0,6.1,16.8,0.823,14.5,100.0,46884.41464676253,4.97507,29.3,0.0,0.0,1.0,0.0,0.0,0.0,1.0
192,65.3,2000.0,172.8206,0.066975,0.006375,0.01,63.05441934967962,5098.0,20.2,83.0,2.33,82.0,0.1,45.63371,127658000.0,21.3,0.5,0.459,7.3,95.21504,1140.0,2.00195,1.3,0.0,0.0,0.0,0.0,1.0,0.0,1.0
193,65.8,2001.0,167.8458,0.063475,0.00588,0.01,66.41849299318346,4414.0,20.3,85.0,2.47,85.0,0.1,42.5981152,130089000.0,21.1,0.6,0.468,7.5,95.38698,1200.0,1.98674,1.4,0.0,0.0,0.0,0.0,1.0,0.0,1.0
194,66.3,2002.0,163.7384,0.060215,0.005415,0.01,66.05812773512821,3484.0,20.4,83.0,2.59,83.0,0.1,4.6135745,132478000.0,20.9,0.7,0.476,7.7,95.5634,1270.0,2.1519,1.5,0.0,0.0,0.0,0.0,1.0,0.0,1.0
195,66.8,2003.0,160.8848,0.05726,0.004995,0.01,5.0,4067.0,20.4,9.0,2.51,87.0,0.1,432.7388972,134792000.0,20.7,0.7,0.484,7.9,95.73788,1350.0,2.1915,1.6,0.0,0.0,0.0,0.0,1.0,0.0,1.0
196,67.3,2004.0,157.9685,0.05454,0.00458,0.01,11.0,9743.0,20.5,88.0,2.62,99.0,0.1,46.7579167,136986000.0,20.5,0.8,0.491,8.1,95.91029,1450.0,2.21405,1.7,0.0,0.0,0.0,0.0,1.0,0.0,1.0
197,67.8,2005.0,154.47,0.05198,0.00422,0.01,45.0,25934.0,20.6,94.0,2.68,93.0,0.1,484.155471,139036000.0,20.3,0.9,0.499,8.2,96.00987,1560.0,2.27546,1.8,0.0,0.0,0.0,0.0,1.0,0.0,1.0
198,68.2,2006.0,151.3812,0.049625,0.00384,0.01,86.0,6192.0,20.7,95.0,2.8,94.0,0.1,494.51466,140920992.0,20.1,1.0,0.506,8.4,96.10641,1720.0,2.32201,1.9,0.0,0.0,0.0,0.0,1.0,0.0,1.0
199,68.6,2007.0,150.2906,0.047505,0.00358,0.01,95.0,2924.0,20.8,96.0,2.8,94.0,0.1,541.651484,142660000.0,19.9,1.1,0.513,8.6,96.19977,1870.0,2.38769,2.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
200,69.1,2008.0,146.7855,0.045455,0.00322,0.01,96.0,2660.0,20.9,96.0,2.85,96.0,0.1,615.7775411,144304000.0,19.7,1.2,0.52,8.6,96.28986,2030.0,2.34596,2.2,0.0,0.0,0.0,0.0,1.0,0.0,1.0
201,69.5,2009.0,144.9594,0.043435,0.00296,0.01,97.0,718.0,21.0,97.0,2.91,97.0,0.1,681.125368,145924992.0,19.5,1.4,0.523,8.4,96.37656,2150.0,2.40338,2.3,0.0,0.0,0.0,0.0,1.0,0.0,1.0
